province,district,municipality,year,registered_voters,attended_voters,valid_votes,anavatan,mhp,dsp,dtp,ip,chp,bbp,tkp,dp,sp,akp,btp,hyp,independent,ldp,odp,emep,m_illet,hakpar,bdp,hdp,turkpart_i,h_udapar,dyp,hkp,hepar,yurtp,vatanpart_is_i,iy_ipart_i,anap,atp,millet_partisi,genc_parti,ytp,shp
adana,aladag,aladag,2009,3179,2986,2900,0,1674,0,0,NA,16,0,0,21,11,1171,7,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,aladag,akoren,2009,1028,993,967,0,442,0,0,NA,0,0,0,0,2,519,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,ceyhan,ceyhan,2009,65068,56396,54425,0,21473,353,7767,NA,4514,393,51,0,471,19321,82,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,ceyhan,buyukmangit,2009,2141,1998,1933,0,860,3,0,NA,7,0,0,0,24,1039,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,ceyhan,birkent,2009,1070,1020,997,0,9,2,0,NA,8,0,0,428,0,550,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,ceyhan,doruk,2009,1943,1834,1808,0,612,1,0,NA,707,0,0,0,8,480,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,ceyhan,hamdilli,2009,754,726,713,0,3,3,0,NA,373,0,0,0,1,333,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,ceyhan,kurtkulagi,2009,1154,1042,989,0,253,185,0,NA,245,0,0,0,3,159,0,0,144,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,ceyhan,kurtpinar,2009,1443,1363,1333,0,341,7,0,NA,286,0,0,325,3,371,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,ceyhan,kosreli,2009,1315,1236,1170,426,634,3,0,NA,15,0,0,0,3,89,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,ceyhan,mercimek,2009,2063,1828,1772,0,48,117,0,NA,636,0,0,0,14,569,0,0,388,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,ceyhan,mustafabeyli,2009,1329,1246,1205,0,246,1,0,NA,324,0,0,0,2,632,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,ceyhan,sarimazi,2009,2465,2448,2405,0,1119,4,0,NA,14,0,0,0,16,1252,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,ceyhan,sagkaya,2009,874,822,799,0,0,66,0,NA,419,0,0,8,3,303,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,feke,feke,2009,3226,2936,2840,7,1236,17,0,NA,215,0,0,263,11,1081,10,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,karatas,karatas,2009,6123,5535,5269,83,415,919,0,NA,1077,0,0,1198,117,923,12,0,0,0,482,0,0,0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,karatas,bahce,2009,1463,1360,1327,0,6,464,0,NA,400,0,0,0,0,453,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,karatas,tuzla,2009,1472,1419,1378,0,694,0,0,NA,0,0,0,0,0,678,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,karaisali,karaisali,2009,4905,4544,4394,15,2356,11,0,NA,58,29,0,0,167,1757,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,kozan,kozan,2009,48699,42731,41237,0,9348,264,0,NA,3466,0,0,7256,1530,14877,519,0,3977,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,kozan,gazi,2009,1483,1354,1307,0,516,1,0,NA,14,0,0,0,1,775,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,pozanti,pozanti,2009,6478,5818,5624,13,1962,80,0,NA,1580,0,0,0,160,1820,9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,pozanti,akcatekir,2009,3852,3414,3312,0,1655,25,0,NA,66,0,0,39,46,1471,10,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,saricam,saricam,2009,55940,48374,46365,256,15088,5253,0,NA,3537,682,49,4275,985,15851,47,36,0,73,0,0,126,0,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,saimbeyli,saimbeyli,2009,2763,2462,2411,0,881,12,0,NA,424,0,0,0,31,1059,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,seyhan,seyhan,2009,463818,372990,357947,838,90375,5287,54003,NA,90026,2681,400,1913,5896,94305,1247,539,9464,0,0,0,365,608,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,tufanbeyli,tufanbeyli,2009,3870,3602,3513,0,26,4,0,NA,1284,0,0,872,6,1315,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,tufanbeyli,bozguney,2009,1296,1211,1171,0,237,6,0,NA,0,0,0,298,2,368,260,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,yumurtalik,yumurtalik,2009,3627,3335,3205,0,1153,0,0,NA,23,0,0,651,12,1361,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,yumurtalik,yesilkoy,2009,1164,1075,1030,0,0,4,0,NA,406,0,0,0,1,619,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,yumurtalik,zeytinbeli,2009,1369,1272,1254,0,627,7,0,NA,0,0,0,0,7,608,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,yuregir,yuregir,2009,256616,212407,202204,879,43566,1547,20750,NA,52268,2068,210,852,7330,71570,413,0,393,116,0,0,242,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,yuregir,celemli,2009,1071,1005,986,325,279,0,0,NA,0,0,0,41,2,336,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,cukurova,cukurova,2009,219022,176078,171601,717,52261,1912,3017,NA,69788,1463,181,694,2158,38776,165,57,0,72,0,169,171,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adana,imamoglu,imamoglu,2009,13385,12311,11848,0,3437,34,0,NA,285,0,0,4254,101,3709,28,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,merkez,merkez,2009,117422,99243,95178,0,6075,500,5271,NA,12400,0,105,180,22826,47314,246,NA,213,48,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,merkez,atakent,2009,1328,1211,1185,0,0,0,0,NA,647,0,0,0,9,529,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,merkez,hasancik,2009,845,792,762,0,370,3,0,NA,0,0,0,0,12,329,0,NA,0,0,NA,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,merkez,komur,2009,2416,2271,2206,0,0,526,87,NA,833,0,0,10,3,747,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,merkez,yaylakonak,2009,1297,1222,1188,0,0,130,0,NA,566,0,0,0,1,17,0,NA,0,0,NA,474,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,besni,besni,2009,15927,13439,12933,0,260,0,182,NA,6851,0,0,0,167,5445,28,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,besni,kesmetepe,2009,1438,1278,1248,0,240,371,0,NA,352,3,0,0,14,268,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,besni,koseceli,2009,1139,1072,1047,0,1,291,0,NA,375,0,0,0,5,375,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,besni,sariyaprak,2009,1678,1585,1519,0,28,0,0,NA,723,0,0,0,12,756,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,besni,sugozu,2009,590,541,521,0,173,0,0,NA,43,0,0,0,5,300,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,besni,suvarli,2009,2130,1956,1873,0,910,0,0,NA,0,0,0,0,17,946,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,besni,ucgoz,2009,1229,1031,981,0,37,0,0,NA,353,0,0,0,4,587,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,besni,sambayat,2009,2790,2618,2525,0,222,0,0,NA,1035,0,0,0,19,1249,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,gerger,gerger,2009,1948,1659,1611,0,574,71,0,NA,56,0,0,0,303,604,3,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,golbasi,golbasi,2009,17678,15096,14465,0,535,93,0,NA,6040,0,0,0,333,7411,53,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,golbasi,balkar,2009,1312,1217,1199,0,0,0,0,NA,568,0,0,0,10,621,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,golbasi,beloren,2009,1431,1362,1321,0,0,0,0,NA,495,0,0,0,343,483,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,golbasi,harmanli,2009,1735,1556,1503,0,69,12,0,NA,779,0,0,0,3,640,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,kahta,kahta,2009,32808,27512,26363,3150,99,0,906,NA,113,1481,0,4076,6939,7240,2338,NA,0,21,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,kahta,akincilar,2009,1265,1084,1042,0,0,0,0,NA,0,0,0,0,425,617,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,kahta,bolukyayla,2009,1361,1310,1278,0,267,0,0,NA,0,36,0,14,530,431,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,samsat,samsat,2009,2571,2333,2225,0,0,0,0,NA,18,0,0,1510,53,644,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,sincik,sincik,2009,2513,2375,2324,0,0,0,0,NA,4,0,0,0,931,1315,7,NA,0,67,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,sincik,inlice,2009,1483,1449,1425,0,697,0,0,NA,0,0,0,0,10,718,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,tut,tut,2009,2551,2423,2345,0,0,0,0,NA,1129,0,0,0,24,1192,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,celikhan,celikhan,2009,5014,4572,4388,0,0,0,0,NA,16,0,0,1182,1842,1333,15,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adiyaman,celikhan,pinarbasi,2009,2446,2322,2240,0,0,551,670,NA,506,0,0,43,5,465,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,merkez,merkez,2009,112910,97678,93966,0,29768,690,NA,NA,4609,1223,112,1203,11161,44814,323,NA,63,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,merkez,anitkaya,2009,1454,1403,1328,0,543,0,NA,NA,0,0,0,272,5,508,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,merkez,beyyazi,2009,1830,1780,1704,0,553,0,NA,NA,0,214,0,338,211,303,0,NA,85,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,merkez,degirmenayvali,2009,1880,1813,1658,0,34,0,NA,NA,0,0,0,514,8,1102,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,merkez,erkmen,2009,2266,2151,2050,0,428,0,NA,NA,0,0,0,0,112,1510,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,merkez,fethibey,2009,1747,1694,1638,0,851,0,NA,NA,0,0,0,0,7,780,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,merkez,gebeceler,2009,1981,1939,1875,0,1055,0,NA,NA,0,0,0,0,22,798,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,merkez,isiklar,2009,4261,4134,3898,0,1715,109,NA,NA,744,0,0,0,25,1305,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,merkez,kocatepe,2009,2073,2015,1926,0,581,0,NA,NA,9,330,0,40,33,933,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,merkez,nuribey,2009,1977,1915,1799,0,509,0,NA,NA,166,0,0,0,14,1110,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,merkez,salar,2009,2443,2367,2294,0,942,0,NA,NA,0,0,0,120,239,993,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,merkez,susuz,2009,2719,2645,2546,0,1271,0,NA,NA,0,0,0,0,12,1263,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,merkez,sulumenli,2009,3243,3108,2989,0,447,119,NA,NA,717,0,0,290,796,620,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,merkez,sulun,2009,1695,1658,1608,0,533,0,NA,NA,0,0,0,0,505,570,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,merkez,cayirbag,2009,2289,2229,2178,0,284,0,NA,NA,0,0,0,432,784,678,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,merkez,cikrik,2009,1498,1396,1328,0,519,0,NA,NA,0,0,0,0,18,791,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,bayat,bayat,2009,3426,2939,2778,0,157,9,NA,NA,778,0,0,618,9,1207,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,basmakci,basmakci,2009,4215,3888,3691,0,1005,4,NA,NA,1137,0,0,651,18,876,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,basmakci,yaka,2009,684,627,595,0,258,0,NA,NA,180,0,0,0,1,156,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,bolvadin,bolvadin,2009,21196,18540,17895,0,9003,31,NA,NA,592,0,0,0,332,7937,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,bolvadin,buyukkarabag,2009,1116,1043,1001,0,8,0,NA,NA,408,0,0,0,7,578,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,bolvadin,disli,2009,2467,2383,2304,0,1265,0,NA,NA,0,0,0,0,43,996,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,bolvadin,kemerkaya,2009,1466,1398,1306,0,676,0,NA,NA,597,0,0,0,9,24,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,dazkiri,dazkiri,2009,3346,3078,2951,0,1289,0,NA,NA,662,0,0,131,387,459,0,NA,23,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,dazkiri,yuregil,2009,1218,1164,1116,0,15,0,NA,NA,0,0,0,249,245,607,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,dinar,dinar,2009,17489,15284,14540,0,7370,110,NA,NA,2105,202,0,0,395,4336,0,NA,22,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,dinar,doganli,2009,649,625,557,0,0,0,NA,NA,0,0,0,239,0,318,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,dinar,haydarli,2009,1008,896,865,0,465,4,NA,NA,0,0,0,0,2,394,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,dinar,kadilar,2009,502,465,442,0,12,0,NA,NA,222,0,0,0,0,208,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,dinar,kinik,2009,950,903,861,0,434,0,NA,NA,263,0,0,0,2,162,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,dinar,tatarli,2009,2214,2097,1970,0,592,0,NA,NA,535,394,0,0,0,449,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,dinar,ulukoy,2009,510,464,451,0,215,0,NA,NA,45,0,0,0,2,189,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,dinar,yiprak,2009,1202,1125,1032,0,488,0,NA,NA,0,0,0,0,0,544,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,dinar,cicektepe,2009,817,739,709,0,290,0,NA,NA,0,0,0,0,1,418,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,emirdag,emirdag,2009,14348,11031,10514,0,2773,1383,NA,NA,2554,0,0,662,173,2904,0,NA,65,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,emirdag,adayazi,2009,452,362,337,0,163,3,NA,NA,169,0,0,0,1,1,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,emirdag,asagipiribeyli,2009,939,772,711,0,455,149,NA,NA,0,0,0,0,8,99,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,emirdag,bademli,2009,624,597,579,0,291,4,NA,NA,277,0,0,0,3,4,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,emirdag,davulga,2009,1980,1188,1107,0,38,386,NA,NA,283,0,0,0,5,395,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,emirdag,gomu,2009,1613,682,580,0,75,0,NA,NA,0,0,0,0,24,481,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,evciler,evciler,2009,3042,2448,2341,0,395,0,NA,NA,861,0,0,0,12,1073,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,evciler,gokcek,2009,1352,1220,1158,0,170,0,NA,NA,420,0,0,0,4,564,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,hocalar,hocalar,2009,1675,1575,1496,0,636,12,NA,NA,245,0,0,0,9,594,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,hocalar,yesilhisar,2009,1442,1339,1246,0,520,0,NA,NA,0,0,0,0,52,674,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,kiziloren,kiziloren,2009,1419,1306,1248,0,508,0,NA,NA,17,0,0,0,12,711,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,sandikli,sandikli,2009,23460,17623,16946,0,8229,37,NA,NA,562,0,0,0,341,7728,0,NA,49,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,sandikli,akharim,2009,1666,1538,1418,0,567,0,NA,NA,575,0,0,0,16,260,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,sandikli,ballik,2009,878,776,724,0,335,0,NA,NA,46,0,0,0,5,338,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,sandikli,basagac,2009,664,467,432,0,50,0,NA,NA,114,0,0,0,23,245,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,sandikli,karadirek,2009,710,588,535,0,224,0,NA,NA,0,0,0,0,5,306,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,sandikli,kizik,2009,827,794,729,0,265,0,NA,NA,11,0,0,0,6,447,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,sandikli,kusura,2009,937,904,849,0,311,0,NA,NA,0,0,0,251,5,282,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,sandikli,mentes,2009,727,663,639,0,362,0,NA,NA,0,0,0,0,10,267,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afyonkarahisar,sandikli,sorkun,2009,968,931,880,0,9,0,NA,NA,410,0,0,0,2,459,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
